# Model #, volume (Rsun^3), max_temp (K),[Density: Neutron-1,Ne-22,Mg-25,Zr-94,Zr-96],[Massf: Neutron-1,Ne-22,Mg-25,Zr-94,Zr-96]
53282,2.44802741935e-05,157464316.268,6.39063458035e-21,291.523151031,8.13429219101,0.0292764025537,0.000105391576351,8.29961930156e-25,0.0165149679196,0.000450392026673,2.82057934777e-06,7.73500741473e-09
53283,2.44847860485e-05,157745809.769,6.42555659557e-21,291.306832156,8.12818302978,0.0292672323865,0.000105328364973,8.30531068646e-25,0.0165149647118,0.000450392015106,2.82058270912e-06,7.73497644372e-09
53284,2.4489450654e-05,158035646.952,6.46231954779e-21,291.091667178,8.12211022783,0.0292580943983,0.00010526547201,8.3149371923e-25,0.0165149600934,0.000450392474586,2.82058595755e-06,7.73494316764e-09
53285,2.44943329831e-05,158300557.418,6.49324043541e-21,290.872782849,8.11593368173,0.0292488487483,0.000105201561731,8.31975135575e-25,0.016514956769,0.000450392880361,2.8205891301e-06,7.73491466469e-09
53286,2.44994730961e-05,158495567.813,6.5124406236e-21,290.651766771,8.10969566216,0.0292394189019,0.000105136934114,8.3181488283e-25,0.0165149527391,0.000450393261453,2.82059226743e-06,7.73488429834e-09
53287,2.4504756362e-05,158631994.428,6.53321120483e-21,290.424423137,8.10328199117,0.0292298767068,0.000105070493971,8.31702457455e-25,0.0165149422544,0.000450393790631,2.82059541135e-06,7.73483407278e-09
53288,2.45101025061e-05,158831866.675,6.57766199545e-21,290.205417855,8.09710384018,0.0292206039818,0.000105006450978,8.32661654779e-25,0.0165149345076,0.000450394308469,2.82059831332e-06,7.73479401746e-09
53289,2.45155383412e-05,159043107.445,6.62039322458e-21,289.987587483,8.09095604967,0.0292114477709,0.000104942854371,8.33783579984e-25,0.0165149274311,0.000450394580215,2.82060107083e-06,7.73475625727e-09
53290,2.45210946158e-05,159351873.099,6.67488125567e-21,289.775151271,8.08495950504,0.0292023874986,0.000104880739687,8.35728538953e-25,0.0165149227327,0.00045039475774,2.82060366108e-06,7.73472660094e-09
53291,2.45267953973e-05,159647461.572,6.72613177036e-21,289.561245331,8.07892318467,0.0291932800856,0.00010481825318,8.37743838578e-25,0.0165149178203,0.000450395374281,2.82060619027e-06,7.73469835149e-09
53292,2.45327574118e-05,159898861.99,6.76218790399e-21,292.030361813,8.15016674061,0.0290573537009,0.000105245601606,8.33930359331e-25,0.0166072129021,0.000453120146451,2.80797426392e-06,7.73986888265e-09
53293,2.45389351675e-05,160057722.438,6.78953329507e-21,291.800945096,8.1437007737,0.0290478640217,0.000105178851277,8.34858984248e-25,0.0166072037604,0.00045312165825,2.80797676916e-06,7.73983147285e-09
53294,2.4545304591e-05,160203879.335,6.815657941e-21,291.563561942,8.13700268684,0.0290382314957,0.000105110110563,8.3570342404e-25,0.0166071988316,0.000453122337493,2.80797919515e-06,7.73980445737e-09
53295,2.45516629935e-05,160409465.166,6.85925481848e-21,291.333610553,8.13051071858,0.0290288291655,0.000105043468692,8.36908447335e-25,0.0166071960946,0.00045312269536,2.80798145244e-06,7.73978383732e-09
53296,2.45581563567e-05,160661723.372,6.89385601647e-21,291.10795459,8.12413721043,0.0290194395107,0.000104977914358,8.38121418152e-25,0.0166071938077,0.00045312300691,2.80798360838e-06,7.73976508739e-09
53297,2.45647890045e-05,160906878.127,6.92996920399e-21,290.879779251,8.11769453478,0.029009978283,0.000104911653391,8.39428715715e-25,0.01660718989,0.000453123621346,2.8079857183e-06,7.73974292459e-09
53298,2.45716226437e-05,161124504.668,6.96741223202e-21,290.648523755,8.11116642758,0.0290003339851,0.000104844448502,8.40405708403e-25,0.0166071867138,0.000453124014128,2.8079877992e-06,7.73972239086e-09
53299,2.45786963846e-05,161321794.191,7.00806463546e-21,290.413115427,8.10451861099,0.0289904579777,0.000104776020633,8.41285992207e-25,0.0166071848566,0.000453124065028,2.80798984236e-06,7.73970471864e-09
53300,2.45859526068e-05,161546600.933,7.05768720694e-21,290.24596825,8.0998117836,0.0289805514357,0.000104723713514,8.4156572082e-25,0.0166071773638,0.000453124606235,2.80799187427e-06,7.73967284593e-09
53301,2.45932809919e-05,161806714.177,7.11050839746e-21,290.005248284,8.09302059992,0.0289705103785,0.000104653730818,8.43423164421e-25,0.0166071731981,0.000453125382822,2.80799381131e-06,7.73965199083e-09
53302,2.46007217027e-05,162018513.336,7.14297390631e-21,289.759272807,8.08609075656,0.0289603061841,0.000104582227814,8.45443275595e-25,0.016607160801,0.000453127716418,2.80799574171e-06,7.73961375674e-09
53303,2.46084706674e-05,162223674.454,7.25200874592e-21,292.206807037,8.15671101476,0.0288248407423,0.00010500489858,8.46314456323e-25,0.0166986108123,0.000455827163446,2.79547845386e-06,7.74473524606e-09
53304,2.46161181595e-05,162423585.074,7.2987555041e-21,291.942769,8.14926295188,0.0288143383201,0.00010492891399,8.48433587555e-25,0.0166986060009,0.000455828384086,2.79548021717e-06,7.74471550454e-09
53305,2.46240167303e-05,162627593.896,7.35030724256e-21,291.683049219,8.14193014261,0.0288034716674,0.000104853598909,8.50547431438e-25,0.0166986047786,0.000455828763633,2.79548191044e-06,7.74470312247e-09
53306,2.4632028603e-05,162838571.632,7.45480999556e-21,292.734565866,8.17237068796,0.0287302342576,0.000105017306578,8.53861347511e-25,0.0167440144793,0.000457171099989,2.78926676744e-06,7.74724120769e-09
53307,2.46401743335e-05,163052622.198,7.64583186601e-21,296.640636939,8.28493262515,0.028534752353,0.000105714415922,8.58188517198e-25,0.0168789755175,0.000461155187291,2.77078706967e-06,7.75469057791e-09
53308,2.46485005823e-05,163300291.022,7.67771234368e-21,294.956263381,8.23665775214,0.0285831329426,0.000105370720374,8.61588467011e-25,0.0168341894916,0.000459836769059,2.77692111261e-06,7.75221131425e-09
53309,2.46570349555e-05,163532691.852,7.72891466307e-21,294.670587779,8.22861436531,0.0285695706186,0.000105285965278,8.6405382606e-25,0.0168341873937,0.000459837480816,2.77692264398e-06,7.7521988521e-09
53310,2.46657106871e-05,163725524.74,7.82508819345e-21,297.129852212,8.29956893638,0.0284330908432,0.000105709135676,8.66221249054e-25,0.0169235585133,0.000462475179366,2.76468677261e-06,7.75714715946e-09
53311,2.46744273118e-05,163910090.143,7.8800027914e-21,296.806984544,8.29050077031,0.028415914611,0.000105611724527,8.70177161938e-25,0.0169235574296,0.00046247732624,2.76468821018e-06,7.75714383347e-09
53312,2.46833830074e-05,164132146.674,7.99360360256e-21,296.496069315,8.28183214773,0.0283939777513,0.000105511274479,8.77405589291e-25,0.016923546443,0.000462480868077,2.76468967097e-06,7.75711941158e-09
53313,2.46924673808e-05,164323156.384,7.24521135207e-21,290.235147432,8.19976011446,0.0155832269099,8.83920007339e-05,8.072098109e-25,0.0165806625081,0.000461431832699,1.55686392675e-06,6.19469811102e-09
53314,2.46985686617e-05,164523973.347,7.44269543669e-21,309.638565273,8.91555494617,0.000743090105498,7.63246946625e-05,8.20308584419e-25,0.0181595895191,0.000522788935794,4.82767359904e-08,4.88092900809e-09
53315,2.47077419224e-05,164761944.295,2.75795468924e-20,306.3739233,8.8261238896,0.000732941285616,7.56173012855e-05,2.03356219486e-24,0.0173223025127,0.000499166813613,4.61121057908e-08,4.69879943845e-09
53316,2.47171789427e-05,164995893.584,2.00385139057e-20,302.513289282,8.71983836499,0.000719546851941,7.47524813764e-05,1.58268522752e-24,0.016500853462,0.000475995842054,4.39227347591e-08,4.51996342911e-09
53317,2.47265348256e-05,165324609.344,1.47792626591e-20,295.202441752,8.51329909158,0.000700631696805,7.30503432963e-05,1.26567184663e-24,0.0159997733425,0.000461849918346,4.26754016525e-08,4.41115267648e-09
53318,2.47360825624e-05,165542254.232,1.2052310642e-20,293.469918529,8.46467707429,0.000696107712288,7.26909510079e-05,1.09013431763e-24,0.0157004891202,0.000453394125503,4.19128257345e-08,4.34621488887e-09
53319,2.47456634921e-05,165683563.633,1.02559428665e-20,295.435942734,8.52014220513,0.000699465967305,7.32065788357e-05,9.72839082928e-25,0.0156660713904,0.000452408139204,4.17263165444e-08,4.33867178213e-09
53320,2.47553291914e-05,165825969.635,9.29036780546e-21,292.599174495,8.44035915315,0.00069108038615,7.25779911202e-05,9.14455494721e-25,0.0153176247608,0.000442567905913,4.08115904182e-08,4.2629078647e-09
53321,2.4765000197e-05,166071025.919,8.93934638327e-21,292.877662605,8.44797469543,0.00069263148797,7.26924723265e-05,8.83749445206e-25,0.0152349008674,0.000440218917633,4.06144599506e-08,4.24511645929e-09
53322,2.47747914757e-05,166321194.546,8.59293841032e-21,289.35555101,8.34783873412,0.000682597879286,7.18857920383e-05,8.61848456552e-25,0.0150480133604,0.00043493322355,4.01005596203e-08,4.20451614506e-09
53323,2.47847130094e-05,166610037.493,8.51450286407e-21,287.160030225,8.28496148483,0.000678475221226,7.13989226319e-05,8.52794525656e-25,0.0149688561442,0.000432684812918,3.9951352372e-08,4.1875729712e-09
53324,2.47947707191e-05,166883893.634,8.60539146455e-21,288.166340221,8.31282602118,0.00068162944677,7.16800109102e-05,8.49406284243e-25,0.0150182621258,0.000434064133455,4.00711482536e-08,4.19845341894e-09
53325,2.4806258303e-05,167136681.405,9.01964906137e-21,299.248067284,8.62859607679,0.000707038184008,7.40970786251e-05,8.89310754908e-25,0.015817671905,0.000456695820637,4.19380131777e-08,4.37108864579e-09
53326,2.48147791813e-05,167328659.279,8.95977228767e-21,298.493554267,8.60691165578,0.000705893420835,7.39233190442e-05,8.77888073025e-25,0.0158145700486,0.000456603891004,4.1953211402e-08,4.37049836965e-09
53327,2.48250072016e-05,167458525.002,9.21703799391e-21,309.967058402,8.93201922098,0.000731526288656,7.6573715758e-05,8.97221333828e-25,0.0164723991029,0.000475188117218,4.33876629607e-08,4.51274154158e-09
53328,2.48350815455e-05,167605218.462,8.80828376324e-21,300.132221546,8.65329900449,0.000707630670888,7.42588577018e-05,8.72458419459e-25,0.0159946570354,0.000461697505859,4.2274569736e-08,4.40915770937e-09
53329,2.48453203738e-05,167874373.446,9.1229689664e-21,299.854185374,8.64601797065,0.000705754045251,7.41607993786e-05,8.98814371424e-25,0.015968249065,0.000460964309547,4.21667836158e-08,4.40316876205e-09
53330,2.48557639965e-05,168010597.275,9.18627051563e-21,299.122512294,8.62473186438,0.00070509647616,7.39932870385e-05,8.97149471887e-25,0.0160140295508,0.000462249871126,4.2313689747e-08,4.41324171148e-09
53331,2.48664013201e-05,168143922.976,9.57506709444e-21,305.691372492,8.81108091399,0.000719925992286,7.55467065406e-05,9.16205814226e-25,0.0162590639407,0.000469168468835,4.28164300788e-08,4.46617137763e-09
53332,2.48767381513e-05,168388985.818,9.37881442323e-21,304.38913947,8.77474094951,0.000712068998804,7.52326106124e-05,9.09550341312e-25,0.0161091900299,0.000464945125499,4.22908512658e-08,4.43306654965e-09
53333,2.48876046906e-05,168667335.758,9.87756403695e-21,309.412017023,8.9172970267,0.000723855724124,7.64177413345e-05,9.29629812211e-25,0.016297416395,0.000470260733584,4.26968482557e-08,4.47375380494e-09
53334,2.489822701e-05,168943676.975,9.60856541832e-21,301.544979799,8.69381516913,0.000705170159774,7.45640630723e-05,9.18754919131e-25,0.0160106812195,0.000462158127185,4.20520390069e-08,4.41168323825e-09
53335,2.49096969587e-05,169301383.445,9.89102258098e-21,303.797165267,8.75743607417,0.000709583728296,7.50488229612e-05,9.44901967885e-25,0.0162836809522,0.000469873086589,4.26610687271e-08,4.47069130951e-09
53336,2.49198155324e-05,169653186.65,9.99880393002e-21,303.690874479,8.7548066078,0.000709556677514,7.50483280868e-05,9.39032551454e-25,0.0161408282507,0.000465837346768,4.23195256397e-08,4.43968974592e-09
53337,2.4931013829e-05,169792593.592,1.03097673998e-20,308.520466293,8.89145117989,0.000720293874005,7.61896351599e-05,9.53078731416e-25,0.0163788895133,0.000472554653796,4.28186173745e-08,4.49117316065e-09
53338,2.49425416605e-05,169931999.314,1.00860597226e-20,304.611364747,8.7810803443,0.00071200123192,7.52370955573e-05,9.55602275294e-25,0.0162350969734,0.000468504983396,4.25378826007e-08,4.45999236608e-09
53339,2.49533137451e-05,170067310.888,1.04471463695e-20,304.953516171,8.79064367795,0.000713457409982,7.53334858239e-05,9.70142279346e-25,0.0162242798102,0.000468193513808,4.25209106948e-08,4.45768075771e-09
53340,2.49642516297e-05,170209866.611,1.06331713046e-20,305.10056584,8.79454406111,0.000712782192674,7.53885064258e-05,9.71926333491e-25,0.0161937220235,0.000467321853971,4.23907282326e-08,4.45095200323e-09
53341,2.49762133841e-05,170342532.386,1.0809485123e-20,303.872936111,8.75982534735,0.000710020819906,7.5050376292e-05,9.97535273501e-25,0.016283765651,0.000469874346223,4.26275172254e-08,4.47040328451e-09
53342,2.49867450154e-05,170642796.863,1.1147970735e-20,305.269153107,8.79859333052,0.000714149900578,7.54370053883e-05,9.97535254704e-25,0.0162857134549,0.000469906102636,4.26272156649e-08,4.47095887881e-09
53343,2.49983681504e-05,170787374.625,1.0862844517e-20,300.281821882,8.65781035822,0.000700058702284,7.42180515129e-05,9.96318182445e-25,0.0160799017164,0.000464108660218,4.20882712963e-08,4.42601856412e-09
53344,2.50099582036e-05,170927039.078,1.12448628335e-20,303.816711348,8.7573713196,0.000707790492607,7.50755442531e-05,1.01162921734e-24,0.0162555614792,0.000469054648346,4.24398474399e-08,4.46402914209e-09
53345,2.50217299686e-05,171062503.185,1.12802440441e-20,302.210390925,8.71268009935,0.000704294524667,7.46616565865e-05,1.03069491433e-24,0.0163215467768,0.000470945668105,4.26276085659e-08,4.47821952364e-09
53346,2.5033382598e-05,171413020.964,1.1746745214e-20,304.443821429,8.77560313249,0.000709796675013,7.52338044543e-05,1.0409461095e-24,0.0163298316231,0.000471163144653,4.26191915238e-08,4.48002185646e-09
53347,2.50458707823e-05,171769127.33,1.19119070247e-20,303.155746501,8.73914256037,0.000707135294661,7.48815534525e-05,1.06600027696e-24,0.016422615048,0.000473792138354,4.28729477471e-08,4.50010574926e-09
53348,2.50570788906e-05,172156463.697,1.20559902054e-20,302.55836695,8.72212429316,0.000706307095923,7.47727240666e-05,1.05101252743e-24,0.016297985928,0.000470262741317,4.25889242717e-08,4.47312741394e-09
53349,2.50693381124e-05,172485924.252,1.24642842552e-20,302.721006801,8.72654668273,0.000707336843715,7.47996290691e-05,1.08501710072e-24,0.0163674293941,0.000472221393894,4.27768096629e-08,4.48821079579e-09
53350,2.50600430335e-05,172164735.164,1.21893953825e-20,308.166948407,8.88041151474,0.000716656359961,7.60687081603e-05,1.11084246052e-24,0.0172149357324,0.000496163470795,4.46042630767e-08,4.67150890521e-09
53351,2.50450154975e-05,171963561.541,1.26080589893e-19,307.542838988,8.86403030299,0.000715056563258,7.60230268404e-05,8.84436906542e-24,0.0170922129787,0.000492704479884,4.42831998613e-08,4.64463169244e-09
53352,2.50480747502e-05,172229169.324,3.67207353838e-18,302.073770163,8.70758182332,0.000703060205009,7.47741490536e-05,2.35918835137e-22,0.0168424081822,0.00048560658938,4.37300889776e-08,4.59035896203e-09
53353,2.5027193437e-05,172236859.379,2.45588251562e-18,300.362453721,8.6599908779,0.000698046096133,7.44007822661e-05,1.6901342522e-22,0.0170354899149,0.000491086963258,4.41450866398e-08,4.63202393386e-09
