# Model #, volume (Rsun^3), max_temp (K),[Density: Neutron-1,Ne-22,Mg-25,Zr-94,Zr-96],[Massf: Neutron-1,Ne-22,Mg-25,Zr-94,Zr-96]
58558,2.05191687969e-05,154596935.607,2.77099084928e-20,371.935605014,19.499648618,0.00161154032239,0.000296951222015,2.05008031457e-24,0.0148465551533,0.000739788952459,6.97151123567e-08,1.3128197802e-08
58559,2.0520705228e-05,154807993.99,1.24677808082e-19,370.764395167,19.458888964,0.00160324656686,0.000295661743639,6.54049926056e-24,0.0147976960982,0.000737780175018,6.93945419331e-08,1.30816070857e-08
58560,2.05219155766e-05,155050941.122,8.94118136432e-20,376.877097113,19.7318227713,0.00162316189419,0.000301191514475,5.00295076306e-24,0.0149738635567,0.000745770517369,6.99015114777e-08,1.32335758496e-08
58561,2.05248013287e-05,155280867.431,6.61083911534e-20,372.535803126,19.5468563383,0.0016058546822,0.000297096826592,3.96145946322e-24,0.0147861193501,0.000737335415005,6.91516954477e-08,1.30690780526e-08
58562,2.0526771444e-05,155509015.098,5.02706097865e-20,377.572785673,19.7690553843,0.00162663816523,0.000301736832617,3.21087386981e-24,0.0149368512427,0.00074412689899,6.97262531213e-08,1.32006021827e-08
58563,2.0528776581e-05,155732948.541,3.76177749862e-20,370.518327795,19.4565080711,0.00159776034899,0.000295259272951,2.65748605157e-24,0.0147363640981,0.000735094876225,6.89546099796e-08,1.30255172395e-08
58564,2.05308590339e-05,155812868.913,2.98205720713e-20,374.956477129,19.6504630861,0.00161306677518,0.000299344167965,2.28884854203e-24,0.0148970915142,0.000742356106439,6.94943647796e-08,1.31650556318e-08
58565,2.05332361883e-05,155922312.379,2.3907356833e-20,371.844949267,19.5087063295,0.0016059324055,0.000296603809672,2.01548759579e-24,0.0148221805291,0.000738931225596,6.93647792733e-08,1.31012408955e-08
58566,2.05357221851e-05,156026266.511,2.10651417065e-20,379.678540846,19.8578488194,0.0016336126732,0.000303713536932,1.86949851284e-24,0.0150435949044,0.000748955096691,7.00692317959e-08,1.32928176445e-08
58567,2.05382869402e-05,156293526.406,1.9033898498e-20,373.161196051,19.5652677444,0.00161169247243,0.000297841841091,1.78299151711e-24,0.0148738160188,0.000741258381126,6.95524867386e-08,1.31461886231e-08
58568,2.05409415758e-05,156566061.265,1.7690211804e-20,378.191682734,19.7872914924,0.00163257293594,0.00030247425515,1.71058987187e-24,0.0150226617923,0.00074796478312,7.01224280676e-08,1.3276038489e-08
58569,2.05437015068e-05,156833675.196,1.66734539615e-20,379.12554612,19.831085243,0.00163176839178,0.00030324336476,1.66371424332e-24,0.0150456023957,0.000749046050161,7.00642143072e-08,1.32944108199e-08
58570,2.05465127766e-05,157099234.354,1.61287153942e-20,376.606297669,19.7170894062,0.00162403141215,0.000300993580713,1.63912883794e-24,0.0149845241225,0.000746269277564,6.99051725467e-08,1.32418827637e-08
58571,2.05494233787e-05,157245305.29,1.57743564239e-20,375.947491463,19.6858369904,0.00162334414445,0.000300440690368,1.62069827126e-24,0.0149754994014,0.000745843341568,6.99283488524e-08,1.32345972684e-08
58572,2.05522821146e-05,157350844.029,1.55001347525e-20,380.887775325,19.9037723536,0.00164424082954,0.000304994940275,1.59864656691e-24,0.0151213447696,0.000752411835452,7.04967093814e-08,1.33618958229e-08
58573,2.05552461966e-05,157602769.989,1.53262535512e-20,388.778760851,20.2563428676,0.001671575705,0.000312133137423,1.57889950132e-24,0.0153387265759,0.000762262279606,7.1175474563e-08,1.35496238629e-08
58574,2.05583111131e-05,157868647.476,1.53010744314e-20,379.824649447,19.858237926,0.00163610987894,0.00030394837061,1.58843617301e-24,0.015092604447,0.000751162276429,7.02592836275e-08,1.33351546046e-08
58575,2.05614577622e-05,158128152.25,1.54351002107e-20,380.186850558,19.8751047717,0.00163555317258,0.000304244327903,1.59269764762e-24,0.0151036250345,0.000751682002242,7.023191631e-08,1.33439268404e-08
58576,2.05647068328e-05,158023935.046,1.56509253218e-20,373.135153746,19.5622107743,0.00160781719438,0.000297791587786,1.61048076421e-24,0.0149027225104,0.000742621158687,6.94825814468e-08,1.31688644137e-08
58577,2.05680388741e-05,158183758.87,1.58454511616e-20,380.836266189,19.9053146475,0.00163638395446,0.000304794022753,1.60695764128e-24,0.0151157974078,0.000752257391653,7.0202701602e-08,1.33535016376e-08
58578,2.0571478385e-05,158486671.365,1.62295205012e-20,378.105855189,19.7812553005,0.00162850349737,0.000302370444041,1.62422686807e-24,0.0150523432861,0.000749365900071,7.00524756527e-08,1.32991571266e-08
58579,2.05750453643e-05,158653978.49,1.73509732585e-20,379.09098105,19.8274988329,0.00162856610845,0.000303189140611,1.67393670236e-24,0.0150728273235,0.000750333163231,7.00031407406e-08,1.33154746723e-08
58580,2.05787140159e-05,159046900.85,1.92962592956e-20,376.550306266,19.7123885564,0.00162047398558,0.00030092086088,1.76293785373e-24,0.015013552918,0.000747638811328,6.98419615299e-08,1.32644808802e-08
58581,2.05824593211e-05,159435388.694,2.10915562794e-20,375.861681594,19.6796527429,0.00161967608553,0.000300343978041,1.84262696213e-24,0.015004985692,0.000747232514127,6.98663225584e-08,1.32576109628e-08
58582,2.05863082133e-05,159666382.116,2.25837873833e-20,384.851878763,20.084017712,0.00164748978523,0.000308395008594,1.89989157723e-24,0.0152428026786,0.000758048421531,7.05138263046e-08,1.34616586893e-08
58583,2.05900347021e-05,159787830.238,2.41682269412e-20,377.687136557,19.7604333607,0.00162586375158,0.000302000906424,1.97588281092e-24,0.0150632114063,0.000749877544487,7.00382669396e-08,1.33075340967e-08
58584,2.05938586901e-05,159912602.697,2.57482755109e-20,383.252607533,20.0080658652,0.00164739153661,0.000307073363885,2.03163341065e-24,0.0152176394496,0.00075685790514,7.05815176362e-08,1.34414263185e-08
58585,2.05978555924e-05,160033034.224,2.69062050917e-20,382.303358742,19.9629876365,0.0016467247903,0.000306283295992,2.07866339509e-24,0.0152047372618,0.0007562458873,7.06179718862e-08,1.34311054204e-08
58586,2.06020500295e-05,160152383.608,3.27041425316e-20,390.017258092,20.30251147,0.00168023529775,0.000313413967055,2.31650618011e-24,0.0154353318898,0.000766619518256,7.1558146195e-08,1.36327023454e-08
58587,2.06063766701e-05,160271315.22,3.53597611613e-20,389.704900959,20.2924828927,0.0016732487859,0.00031300143166,2.44407081796e-24,0.0154164931354,0.000765836654347,7.13095072607e-08,1.36139816081e-08
58588,2.06108461465e-05,160427647.277,3.6442392619e-20,385.109880089,20.0849869269,0.00165769210242,0.000308881199723,2.49700573413e-24,0.0153067056417,0.000760852349263,7.09819089372e-08,1.35193394776e-08
58589,2.06154165615e-05,160819879.613,3.66160910891e-20,384.261648792,20.0446211241,0.00165670909732,0.000308172306044,2.50129524363e-24,0.0152959444515,0.000760339854629,7.10100747488e-08,1.351073897e-08
58590,2.06200832034e-05,161208690.826,3.60066698147e-20,386.185155781,20.1303391282,0.00166275059006,0.000309905953891,2.4704421097e-24,0.0153530135598,0.000762932455086,7.11722238213e-08,1.35596918346e-08
58591,2.0624657901e-05,161540630.548,3.55789890669e-20,382.015006242,19.9429387127,0.00164717249284,0.000306136500296,2.45929135655e-24,0.0152512892288,0.000758330389867,7.08226964045e-08,1.3471445742e-08
58592,2.06293504583e-05,161660670.945,4.04020860391e-20,383.738320677,20.0243259982,0.00164792921193,0.000307563579159,2.68402055632e-24,0.015281714995,0.000759777677004,7.0749519087e-08,1.34953669157e-08
58593,2.06340584273e-05,161789101.427,3.75337037798e-20,382.393194441,19.9603841036,0.00164734917829,0.000306450962354,2.54075045965e-24,0.0152600349493,0.00075874647833,7.07997334576e-08,1.3478073691e-08
58594,2.06389663983e-05,161919268.813,3.3239508351e-20,390.291032654,20.3137303098,0.00167610517436,0.000313597933912,2.3246808204e-24,0.015468008384,0.000768165758518,7.1484366185e-08,1.36577357246e-08
58595,2.06440351095e-05,162050808.993,2.9960361596e-20,385.379170971,20.0910622624,0.00166030246632,0.000309217344769,2.17953628104e-24,0.0153535254769,0.000762954135366,7.11666887297e-08,1.35594464405e-08
58596,2.0649258286e-05,162182965.415,2.83331173214e-20,390.790312933,20.3319065866,0.00168053205894,0.000314138291786,2.09449372917e-24,0.0155043802441,0.000769776582604,7.16847836377e-08,1.36900232621e-08
58597,2.06545913344e-05,162486253.674,2.802602998e-20,387.601500834,20.1857021591,0.00167133653144,0.000311331867537,2.08058331506e-24,0.0154388306324,0.000766772826612,7.15436991784e-08,1.36342756844e-08
58598,2.06600212614e-05,162844478.608,3.25003834533e-20,395.078869736,20.5252761526,0.00169209191451,0.000317941065827,2.27780360929e-24,0.0156229708921,0.000775202207006,7.19702744687e-08,1.37905867017e-08
58599,2.06655480886e-05,163166307.991,4.02831866369e-20,392.776983447,20.4208917343,0.00168485332182,0.000315890790295,2.63069871319e-24,0.0155664350155,0.000772625476297,7.18088515297e-08,1.37420010568e-08
58600,2.06711712216e-05,163300606.913,4.53146442718e-20,392.202265333,20.3929427161,0.00168314584861,0.000315409304321,2.85761085228e-24,0.0155634566587,0.000772467886323,7.18089750186e-08,1.37397549757e-08
58601,2.06768136331e-05,163439514.036,4.82876898807e-20,390.883349408,20.330090718,0.00168218757787,0.000314317691395,2.98047243612e-24,0.0155429668802,0.00077148876494,7.1850261213e-08,1.37234288692e-08
58602,2.06825597133e-05,163577428.187,4.82276199906e-20,391.492023793,20.358902418,0.00168077408385,0.000314798337532,2.98020149416e-24,0.01556027705,0.000772315786282,7.18021279081e-08,1.37368159055e-08
58603,2.06884203789e-05,163852651.213,5.55205805878e-20,390.280439303,20.3011082101,0.00167960792414,0.0003137934946,3.30149528129e-24,0.0155423948907,0.000771459840857,7.18357131633e-08,1.37225505242e-08
58604,2.06901813656e-05,164086857.518,6.05067419134e-20,391.967160467,20.3712841516,0.00168674772064,0.000315451525351,3.53646340254e-24,0.0156464013726,0.000776168402023,7.22322454606e-08,1.38126278269e-08
58605,2.06950549307e-05,164270413.27,6.78533146712e-19,391.110385095,20.3302201169,0.00168624005323,0.000314738380298,3.14399953436e-23,0.0156661114972,0.000777078081648,7.23951589596e-08,1.38297188039e-08
58606,2.07002392478e-05,164403337.614,4.68927098096e-19,399.976407765,20.731557458,0.00171285571092,0.0003226263099,2.19051749738e-23,0.0158738428862,0.000786547936281,7.2915445233e-08,1.40068493596e-08
58607,2.07058906031e-05,164538377.485,3.34247492283e-19,398.776093496,20.6742608155,0.00171159170743,0.000321629731722,1.57962126466e-23,0.0158609985327,0.000785927017726,7.29654257793e-08,1.39967750651e-08
58608,2.07118843035e-05,164784029.311,2.51666344469e-19,400.725709845,20.7616649736,0.00171740670617,0.000323372133563,1.20906949497e-23,0.0159154651954,0.000788408166737,7.31099311582e-08,1.4043161654e-08
58609,2.07180374161e-05,165059083.513,1.96977553041e-19,397.979643832,20.6360039648,0.00170902408817,0.00032094608219,9.63788509255e-24,0.0158573110251,0.000785745928279,7.29630230694e-08,1.39934680525e-08
58610,2.07243449946e-05,165257737.951,1.56147187631e-19,398.446265618,20.6528898141,0.0017136487415,0.000321462388955,7.77225538492e-24,0.0158872070108,0.00078705008013,7.31541926887e-08,1.40205215476e-08
58611,2.07307672074e-05,165508772.357,1.2430154643e-19,404.631142986,20.9316004809,0.00173421387347,0.000327000819949,6.32668983941e-24,0.0160422484941,0.000794104389951,7.36100758177e-08,1.41533768287e-08
58612,2.0737318075e-05,165690840.866,1.02351133427e-19,401.104321859,20.7819950983,0.00172312208355,0.000323679779058,5.35089137881e-24,0.0159351463005,0.000789393628453,7.3270584866e-08,1.40583757344e-08
58613,2.0742093341e-05,165942426.59,9.23825987797e-20,397.830920374,20.6316752698,0.00171217368142,0.000320800221993,4.93848719395e-24,0.0158857164294,0.000787144400419,7.31444472599e-08,1.4015854091e-08
58614,2.07480185095e-05,166110458.219,6.08927187297e-19,403.992031997,20.9093707813,0.00173265582092,0.00032631303858,2.82737337966e-23,0.0160630024839,0.000795247665063,7.369416757e-08,1.41672526229e-08
58615,2.07542222738e-05,166174354.256,5.68970526237e-19,402.211844618,20.8343624543,0.0017226158912,0.000324589626812,2.64374316494e-23,0.0159802517116,0.000791543667536,7.32728531178e-08,1.40937943803e-08
58616,2.07492327754e-05,166716407.068,5.10402312581e-19,400.585532841,20.7470788491,0.00173654863234,0.000323594692527,2.24216668464e-23,0.0160428252263,0.000794424590926,7.36900528419e-08,1.41485145554e-08
58617,2.07385267856e-05,167201394.915,4.29999636038e-19,403.971697734,20.9481025128,0.00174132256899,0.000326034233937,1.91281990942e-23,0.0161541781855,0.000801626238985,7.3497586127e-08,1.42195869534e-08
58618,2.07418568948e-05,167414842.033,1.3143589735e-18,397.68091184,20.8009371615,0.00171163500211,0.000315405376411,5.82939081567e-23,0.0159784068211,0.000797363379624,7.27121026995e-08,1.3931716912e-08
58619,2.07476249794e-05,167644843.018,8.64214702012e-19,398.051852497,20.8773248223,0.0017133326641,0.000311493863747,3.8964221679e-23,0.015934360501,0.000796547116932,7.25678054165e-08,1.37974633524e-08
58620,2.07529008485e-05,167738541.562,5.5836036428e-19,397.730474498,21.0696913908,0.00172194141291,0.000311007893915,2.59601537722e-23,0.0159521940323,0.000801959497766,7.2859910402e-08,1.38156867008e-08
58621,2.07599059557e-05,167927524.757,1.08775916459e-18,402.57343184,22.0475547208,0.00176218831489,0.000311635115478,4.96620644394e-23,0.0159729858179,0.000817095643745,7.3319247285e-08,1.37738443345e-08
58622,2.07676370893e-05,168239793.433,7.34072822344e-19,388.88292066,20.6333123649,0.00168972174973,0.000306866413446,3.36815286303e-23,0.0158410298475,0.000796456075141,7.2520453489e-08,1.37957500984e-08
58623,2.07755143747e-05,168460191.065,4.8990500976e-19,382.6109192,20.0988238726,0.00165957115981,0.000304030761292,2.27578729767e-23,0.0157629477268,0.000788043180665,7.21394481909e-08,1.3782865779e-08
58624,2.07835318806e-05,168621966.8,3.34634579279e-19,382.199708177,20.0787096157,0.00165784621527,0.000303673923953,1.57379627487e-23,0.0157631177219,0.000788043647178,7.21396457997e-08,1.37828246467e-08
58625,2.07916865456e-05,168786040.339,2.28512492044e-19,381.786952966,20.0585321549,0.00165610403895,0.000303315727986,1.09325341065e-23,0.0157633435125,0.000788047138267,7.21397627502e-08,1.37828336225e-08
58626,2.07999706182e-05,169096462.153,1.59712019514e-19,384.541032321,20.1784982847,0.00166798774999,0.000305885269879,7.77185987958e-24,0.0158469943336,0.000791789812224,7.24805603932e-08,1.3856242882e-08
58627,2.08083744071e-05,169341534.471,1.11576043611e-19,384.117312335,20.1578178711,0.00166617929578,0.000305517114504,5.60574662137e-24,0.0158472813173,0.000791796250686,7.24805886726e-08,1.38562996594e-08
58628,2.08169025418e-05,169510898.565,7.95589390391e-20,383.692106172,20.1370630466,0.00166436079538,0.000305147622435,4.164618547e-24,0.0158475878583,0.000791803550584,7.24805937032e-08,1.38563681754e-08
58629,2.08255637569e-05,169777486.44,5.69439889527e-20,378.133631164,19.8928700429,0.00164045003756,0.000299974502561,3.17022378631e-24,0.0156803301158,0.000784301459142,7.17958664569e-08,1.37090094537e-08
58630,2.08343490451e-05,169950975.793,4.41616808121e-20,379.653446122,19.9604684799,0.00164663325297,0.000301359874314,2.58850117388e-24,0.0157251525944,0.000786345734889,7.19674775336e-08,1.37474456961e-08
